"","DFS","weights"
"1",-0.0232558139534883,0.061758461346322
"2",0.0524193548387097,0.0619457974272512
"3",0.316636851520573,0.104720869239416
"4",0.248407643312102,0.0392156862745098
"5",0.609756097560975,0.0640064943174722
"6",0.55,0.134881978269015
"7",0.333333333333333,0.00655676283252154
"8",0.301369863013699,0.145872361683527
"9",0.152542372881356,0.0663169726489322
"10",0.349206349206349,0.314724615961034
