"","DFS","weights"
"1",-0.761904761904762,0.066797161732322
"2",-1,0.0574993883043797
"3",-1,0.0543185710790311
"4",-0.716535433070866,0.0621482750183509
"5",-0.0526315789473685,0.0232444335698556
"6",-1,0.0154147296305358
"7",0.268292682926829,0.0702226572057744
"8",1,0.0195742598482995
"9",-0.885245901639344,0.268656716417911
"10",-0.054054054054054,0.362123807193541
